"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM04","Countries? health governance capacity strengthened for improved transparency, accountability, responsiveness and empowerment of communities","World Health Organization (WHO)","118,955",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM04",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM03","Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course","World Health Organization (WHO)","198,258",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM02","Countries enabled to strengthen their health systems to deliver on condition- and disease-specific service coverage results","World Health Organization (WHO)","473,175","20,310","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM01","Countries enabled to provide high-quality, people-centred health services, based on primary health care strategies and comprehensive essential service packages","World Health Organization (WHO)","337,038",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-02.003.AM01.JAM02","Acute health emergencies rapidly responded to, leveraging relevant national and international capacities","World Health Organization (WHO)","68,730",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.003.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-02.003.AM01.JAM01","Potential health emergencies rapidly detected, and risks assessed and communicated","World Health Organization (WHO)","109,703",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.003.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-02.002.AM01.JAM03","Mitigate the risk of the emergence and re-emergence of high-threat pathogens and improve pandemic preparedness","World Health Organization (WHO)","59,477","5,563","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.002.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-02.002.AM01.JAM02","Proven prevention strategies for priority/epidemic-prone diseases implemented at scale","World Health Organization (WHO)","213,458",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.002.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-02.002.AM01.JAM01","Research agendas, predictive models and innovative tools, products and interventions available for high-threat pathogens","World Health Organization (WHO)","116,311",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.002.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-02.001.AM01.JAM03","Countries operationally ready to assess and manage identified risks and vulnerabilities","World Health Organization (WHO)","104,416",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.001.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-02.001.AM01.JAM02","Capacities for emergency preparedness strengthened in all countries","World Health Organization (WHO)","172,484","10,824","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.001.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-02.001.AM01.JAM01","All-hazards emergency preparedness capacities in countries assessed and reported","World Health Organization (WHO)","145,389","5,396","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.001.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-01.003.AM01.JAM05","Countries enabled to address antimicrobial resistance through strengthened surveillance systems, laboratory capacity, infection prevention and control, awareness-raising and evidence-based policies and practices","World Health Organization (WHO)","87,233","5,563","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.003.AM01.JAM05",2
"XI-IATI-EC_INTPA-2023-PC-17688","Design and Implementation of Public Diplomacy and Communication Strategy in Jamaica","European Commission - International Partnerships","474,560","189,824","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2023-PC-17688",2
"XM-DAC-47066-MD.0037","Mainstreaming Jamaica's National Migration and Development Policy at Local Levels","International Organization for Migration (IOM)","300,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47066-MD.0037",2
"XM-DAC-41116-PROJECT-02096","International Methane Emissions Observatory","United Nations Environment Programme (UNEP)","3,615,574","3,615,574","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41116-PROJECT-02096",2
"XI-IATI-IADB-JA-L1072","Implementation of the National Identification System (NIDS) for Economic Growth","Inter-American Development Bank","38,216,876","38,216,876","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-IADB-JA-L1072",2
"CA-3-P011284001","Enhancing Ecosystem and Coastal Protection in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","8,774,675","2,005,672","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P011284001",2
"XI-BRIDGE-6385676864-10289","Supporting Sustainable Transportation through the Shift to Electric Mobility in Jamaica","GEF Secretariat","1,784,862",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10289",2
"CA-3-P011079001","Caribbean Organizations for a Resilient Environment (CORE)","Canada - Global Affairs Canada | Affaires mondiales Canada","5,849,783","1,096,834","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P011079001",2
"XI-IATI-EC_INTPA-2017-ACT-D-39228-00","Addressing Environmental and Climate Change challenges through Improved Forest Management in Jamaica","European Commission - International Partnerships","19,603,068",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2017-ACT-D-39228-00",2
"US-GOV-1-720AAD21N00001","USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.","United States Agency for International Development (USAID)","6,062,759","5,357,061","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-720AAD21N00001",2
"US-GOV-12-1131PL22GH51318-145578","Technical Assistance - Jamaica Emergency Communications System Modernization, through Winbourne Consulting, LLC","United States Trade and Development Agency","73,951","73,951","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-12-1131PL22GH51318-145578",3
"US-GOV-12-1131PL22GH51318-145558","Technical Assistance - Emergency Communications System Modernization Technical Assistance, through Enterprise - United States Unknown","United States Trade and Development Agency","739,507",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-12-1131PL22GH51318-145558",3
"US-GOV-12-1131PL22GH51318-145579","Technical Assistance - Jamaica Emergency Communications System Modernization, through Winbourne Consulting, LLC","United States Trade and Development Agency","73,951","73,951","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-12-1131PL22GH51318-145579",3
"XI-BRIDGE-6385676864-9862","Conserving Biodiversity and Reducing Land Degradation Using an Integrated Landscape Approach","GEF Secretariat","6,210,046",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-9862",2
"US-GOV-14-NU2GGH002328-41370","CDC-RFA-GH21-2120 Strengthening Public Health Capacity, Strategic Information Sy","United States Health and Human Services","8,801,373","3,954,966","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002328-41370",3
"US-GOV-14-U91HA06801","Health Systems Strengthening and HIV/AIDS Prevention, Care and Treatment under the President's Emergency Plan for AIDS Relief: International AIDS Education and Training Center","United States Health and Human Services","8,659,654","17,677,646","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-U91HA06801",3
"US-GOV-14-21U91HA06801","International AIDS Education and Training Center","United States Health and Human Services","9,584,899","3,401","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-21U91HA06801",3
"US-GOV-14-16U91HA06801IA-46165","HRSA: Grant - International AIDS Education and Training Center","United States Health and Human Services","-3,118,549","8,652,949","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-16U91HA06801IA-46165",3
"CA-3-P011228001","Enhancing management of disused sealed radioactive sources - phase II","Canada - Global Affairs Canada | Affaires mondiales Canada","7,194,369","7,194,369","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P011228001",2
"XM-DAC-301-2-110166-001","Impact of a psychoeducational intervention on gender norms and mental health outcomes in Jamaican adolescents","Canada - International Development Research Centre/Centre de recherches pour le développement international","41,167","41,167","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-301-2-110166-001",2
"US-GOV-1-7200AA20F00012","Strengthening Utilities and Promoting Energy Reform (SUPER)","United States Agency for International Development (USAID)","4,922,882","3,051,185","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-7200AA20F00012",2
"XM-DAC-41122-Jamaica-2280/A0/06/881/001","CHILD PROTECTION SYSTEM STRENGTHENING","United Nations Children's Fund (UNICEF)","621,206","551,852","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F881%2F001",3
"XM-DAC-41122-Jamaica-2280/A0/06/881/002","GENDER AND SOCIAL NORMS","United Nations Children's Fund (UNICEF)","691,468","466,728","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F881%2F002",3
"XM-DAC-41122-Jamaica-2280/A0/06/882/001","EARLY CHILDHOOD DEVELOPMENT","United Nations Children's Fund (UNICEF)","131,078","111,748","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F882%2F001",3
"XM-DAC-41122-Jamaica-2280/A0/06/882/002","EDUCATION SYSTEM STRENGHTENING","United Nations Children's Fund (UNICEF)","800,762","734,971","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F882%2F002",3
"XM-DAC-41122-Jamaica-2280/A0/06/882/003","SKILLS FOR LIFE AND WORK","United Nations Children's Fund (UNICEF)","475,529","191,587","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F882%2F003",3
"XM-DAC-41122-Jamaica-2280/A0/06/883/001","HEALTHY START IN LIFE","United Nations Children's Fund (UNICEF)","3,863,012","1,664,162","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F883%2F001",3
"XM-DAC-41122-Jamaica-2280/A0/06/883/002","ADOLESCENT HEALTH","United Nations Children's Fund (UNICEF)","1,465,797","1,695,866","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F883%2F002",3
"XM-DAC-41122-Jamaica-2280/A0/06/884/001","SOCIAL PROTECTION","United Nations Children's Fund (UNICEF)","392,624","183,344","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F884%2F001",3
"XM-DAC-41122-Jamaica-2280/A0/06/884/002","PUBLIC FINANCE FOR CHILDREN","United Nations Children's Fund (UNICEF)","504,828","401,118","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F884%2F002",3
"XM-DAC-41122-Jamaica-2280/A0/06/885/001","CLIMATE ACTION","United Nations Children's Fund (UNICEF)","127,514","52,281","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F885%2F001",3
"XM-DAC-41122-Jamaica-2280/A0/06/885/002","RESILIENCE AND DRR","United Nations Children's Fund (UNICEF)","1,130,412","370,438","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F885%2F002",3
"CA-3-P007294001","Cuso International - Volunteer Cooperation 2020-2027","Canada - Global Affairs Canada | Affaires mondiales Canada","39,022,064","18,091,432","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P007294001",2
"CA-3-P011997001","Resilience and Enhanced Adaptability to Disasters in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","10,968,344","9,505,898","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P011997001",2
"CA-3-P010612001","Strengthening Access, Inclusion and Leadership for SRHR in Jamaica","Canada - Global Affairs Canada | Affaires mondiales Canada","3,641,682","1,822,798","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P010612001",2
"XM-DAC-41122-Jamaica-2280/A0/06/800/001","GOVERNANCE AND SYSTEMS","United Nations Children's Fund (UNICEF)","4,617","4,617","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F800%2F001",1
"XM-DAC-41122-Jamaica-2280/A0/06/800/002","FINANCIAL AND ADMINISTRATIVE MANAGEMENT","United Nations Children's Fund (UNICEF)","4,796","4,796","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F800%2F002",1
"XM-DAC-41122-Jamaica-2280/A0/06/880/003","MONITORING AND EVALUATION","United Nations Children's Fund (UNICEF)","1,048,520","592,059","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F880%2F003",1
"XM-DAC-41122-Jamaica-2280/A0/06/880/004","OPERATIONS SUPPORT COSTS","United Nations Children's Fund (UNICEF)","793,385","462,249","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F880%2F004",1
"XM-DAC-41122-Jamaica-2280/A0/06/880/005","COMMUNICATIONS-ADVOCACY","United Nations Children's Fund (UNICEF)","280,445","207,259","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41122-Jamaica-2280%2FA0%2F06%2F880%2F005",1
"XI-IATI-EC_INTPA-2021-PCC-418003","Boosting Innovation, Growth and Entrepreneurship Ecosystems in Jamaica","European Commission - International Partnerships","8,364,924","1,366,736","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2021-PCC-418003",2
"CA-3-P010434001","WE-Talk for the reduction of gender-based violence","Canada - Global Affairs Canada | Affaires mondiales Canada","3,606,015","1,170,431","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P010434001",2
"XI-IATI-EC_INTPA-2020-PCC-412410","Jamaica Health Services Network Strengthening","European Commission - International Partnerships","12,408,878","307,788","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2020-PCC-412410",2
"XM-DAC-41301-669884","Jamaica Mangroves Plus: Protection and Sustainable Management of Jamaica`s Mangrove Ecosystems and Biodiversity (FSP)","Food and Agriculture Organization of the United Nations (FAO)","1,648,630",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-669884",2
"US-GOV-1-72053223CA00001","Supporting Victims of Violence Activity","United States Agency for International Development (USAID)","2,299,999","432,349","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-72053223CA00001",2
"XM-DAC-41114-OUTPUT-00127258","Justice Reform","United Nations Development Programme (UNDP)","3,241,095","559,847","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00127258",2
"XM-DAC-41114-PROJECT-00136302","Social Justice Project (So-JUST)","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00136302",2
"XI-IATI-EC_INTPA-2022-PC-22691","Programme Estimates EU-Jamaica Cooperation Facility","European Commission - International Partnerships","614,501","202,479","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2022-PC-22691",2
"US-GOV-1-72053222F00001","CBSI-Jamaica-ESF-Monitoring Evaluation and Learning Support","United States Agency for International Development (USAID)","2,279,704","1,355,353","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-72053222F00001",2
"US-GOV-1-7200AA23C00056","Localize Global Health Security (LGHS)","United States Agency for International Development (USAID)","8,718,672","903,866","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-7200AA23C00056",2
"US-GOV-2-FCC5322022003","Food for Progress","United States Department of Agriculture","21,970,000","7,708,306","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-2-FCC5322022003",3
"XI-IATI-EC_INTPA-2023-PC-27958","Activity under preparation FWC - EU-Jamaica Cooperation Facility","European Commission - International Partnerships",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2023-PC-27958",1
"XI-IATI-EC_INTPA-2019-ACT-D-42051-00","Programme in Support to Citizen Security in Jamaica","European Commission - International Partnerships","22,225,144",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2019-ACT-D-42051-00",2
"US-GOV-1-7200AA19CA00002","TMEC: Meeting Targets and Maintaining Epidemic Control (EpiC)","United States Agency for International Development (USAID)","764,467,970","601,215,170","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-7200AA19CA00002",2
"XM-DAC-41301-726642","FAO Jamaica - GEF Portfolio Oversight Account","Food and Agriculture Organization of the United Nations (FAO)",1,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-726642",2
"XI-IATI-EC_INTPA-2024-PC-37656","Activity under preparation The Digital Transitioning Programme for Jamaica (Digital Jamaica)","European Commission - International Partnerships",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2024-PC-37656",1
"GB-GOV-1-301533","Promoting Equalities Regional Programme (PEP-Regional)","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-301533",2
"CA-3-D000049001","Caribbean Field Support Services","Canada - Global Affairs Canada | Affaires mondiales Canada","8,548,185",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D000049001",2
"XI-IATI-EC_INTPA-2020-ACT-D-42226-00","A Jamaican Path from Hills to Oceans","European Commission - International Partnerships","5,961,127",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2020-ACT-D-42226-00",2
"XI-IATI-IADB-JA-L1049","Support for the Health Systems Strengthening for the Prevention and Care Management of Non-Communicable Diseases Programme","Inter-American Development Bank","16,786,804","16,786,804","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-IADB-JA-L1049",2
"CA-3-P010384001","The Social Justice Project (So-JUST)","Canada - Global Affairs Canada | Affaires mondiales Canada","8,831,059","3,674,909","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P010384001",2
"GB-GOV-1-300973","UK-Jamaica Violence Prevention Partnership","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300973",2
"GB-GOV-1-300973-402","Support to the Government of Jamaica to enable the design and delivery of a multi-sectoral violence prevention programme.","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300973-402",2
"44000-P178595","Jamaica Education Project","The World Bank","30,000,000","75,000","USD","https://d-portal.org/ctrack.html#view=act&aid=44000-P178595",2
"XI-IATI-EC_INTPA-2022-ACT-60692","The Digital Transitioning Programme for Jamaica         (Digital Jamaica)","European Commission - International Partnerships","10,065,113",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2022-ACT-60692",2
"XM-DAC-41114-OUTPUT-00092206","Phase Out HCFC-UNDP-JAM-00092206","United Nations Development Programme (UNDP)","120,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00092206",2
"XM-DAC-41114-PROJECT-00083983","HPMP Phase II","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00083983",2
"XM-DAC-41114-OUTPUT-00108943","Engagement Facility","United Nations Development Programme (UNDP)","1,266,352","1,147,088","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00108943",2
"XM-DAC-41149-UNDCO","Resident Coordinator Activities","United Nations Development Coordination Office","6,599,711","143,712,190","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41149-UNDCO",2
"47135-PPCRJM505A","Financing water adaptation in Jamaica’s new urban housing sector","Climate Investment Funds",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=47135-PPCRJM505A",2
"XI-BRIDGE-6385676864-10114","Global Programme to Support Countries with the Shift to Electric Mobility.","GEF Secretariat",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10114",1
"XI-BRIDGE-6385676864-10211","â€œBE-CLME+â€: Promoting National Blue Economy Priorities Through Marine Spatial Planning in the Caribbean Large Marine Ecosystem Plus","GEF Secretariat","12,444,036",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10211",1
"XI-BRIDGE-6385676864-10547","Reduce marine plastics and plastic pollution in Latin American and Caribbean cities through a circular economy approach","GEF Secretariat","7,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10547",2
"XI-BRIDGE-6385676864-10653","Jamaica Mangroves Plus: Protection and Sustainable Management of Jamaicaâ€™s Mangrove Ecosystems and Biodiversity","GEF Secretariat","1,648,630",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10653",2
"XI-BRIDGE-6385676864-10810","Eliminating mercury skin lightening products","GEF Secretariat","2,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10810",2
"XI-BRIDGE-6385676864-10912","Developing the national ABS legal, policy and institutional framework in Jamaica to effectively implement the Nagoya Protocol","GEF Secretariat","826,697",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10912",1
"XI-BRIDGE-6385676864-11025","Global Biodiversity Framework Early Action Support (LAC 3)","GEF Secretariat","1,917,811",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-11025",1
"XI-BRIDGE-6385676864-439","Enabling Jamaica to Prepare its First National Communication in Response to its Commitments to UNFCCC","GEF Secretariat","232,780",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-439",2
"47135-XPCRJM072A","Promoting Community-based Climate Resilience in the Fisheries Sector of Jamaica","Climate Investment Funds",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=47135-XPCRJM072A",2
"47135-XPCRJM048A","Improving Climate Data and Information Management Project","Climate Investment Funds",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=47135-XPCRJM048A",2
"XM-DAC-46012-12793-03","JMMB Bank Partnership","IDB Invest","30,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-12793-03",2
"XM-DAC-46012-13385-01","Soleco Energy Jamaica","IDB Invest","11,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-13385-01",2
"XM-DAC-46012-14178-01","Jamaica Public Service Company I (JPS I)","IDB Invest","25,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-14178-01",2
"XM-DAC-46012-14267-01","JMMB Group Senior Loan Funding","IDB Invest","25,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-14267-01",1
"XM-DAC-46012-14556-01","Derrimon Trading Co. Ltd.","IDB Invest","25,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-14556-01",2
"XM-DAC-46012-JA3351A-02","Jamaica Broilers II","IDB Invest","84,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA3351A-02",4
"XM-DAC-46012-JA3363A-01","Golden Grove Sugar Company","IDB Invest","84,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA3363A-01",4
"XM-DAC-46012-JA3376A-01","Jamaican Teas Limited","IDB Invest","84,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA3376A-01",4
"XM-DAC-46012-JA3383A-01","Gulfstream Petroleum Jamaica S. de R.L.","IDB Invest","6,750,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA3383A-01",2
"XM-DAC-46012-JA3388A-01","Seawind Key Investments Ltd.","IDB Invest","84,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA3388A-01",4
"XM-DAC-46012-JA3388A-03","Seawind Key Investment Limited","IDB Invest","42,612,100",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA3388A-03",4
"XM-DAC-46012-JA-L1004","First Global Bank Limited TFFP","IDB Invest","78,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA-L1004",6
"XM-DAC-46012-JA-L1017","First Caribbean International Bank Ltd. - TFFP","IDB Invest","78,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA-L1017",6
"XM-DAC-46012-JA-L1022","Transjamaican Highway Project","IDB Invest","70,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA-L1022",4
"XM-DAC-46012-JA-L1045","Caribe Hospitality Kingston","IDB Invest","6,750,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA-L1045",4
"XM-DAC-46012-JA-L1054","Kingston Container Terminal Project","IDB Invest","94,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA-L1054",1
"XM-DAC-46012-JA-X1009","National Commercial Bank Jamaica Ltd TFFP","IDB Invest","192,096,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-46012-JA-X1009",2
"47135-XPCRJM049A","Adaptation Program and Financing Mechanism for the Pilot Program For Climate Resilience Jamaica","Climate Investment Funds",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=47135-XPCRJM049A",2
"NL-KVK-27378529-4000002159","Dutch Surge Support (DSS Water)   Phase 2","Netherlands Enterprise Agency (RVO)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-27378529-4000002159",2
"US-501c3-522318905-SG-P146606","JM (AF) Social Protection","AidData","40,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P146606",2
"US-501c3-522318905-SG-P147074","Early Childhood Development Project","AidData","12,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P147074",2
"US-EIN-300108263-GGProj:17165","Uplift Jamaican Schoolchildren Through Science","GlobalGiving.org","25,618","25,618","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A17165",2
"US-EIN-300108263-GGProj:49901","Educate a Jamaican child experiencing poverty","GlobalGiving.org","5,976","5,976","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A49901",2
"US-EIN-300108263-GGProj:57100","Educate a child, prevent gender-based violence.","GlobalGiving.org",273,273,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A57100",2
"US-EIN-300108263-GGProj:57736","Help Repair Vital Food Source in Jamaica","GlobalGiving.org","1,525","1,525","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A57736",2